Territorialidade,Posicao IDHM 2010,IDHM 2010,Posicao IDHM Renda 2010,IDHM Renda 2010,Posicao IDHM Educacao 2010,IDHM Educacao 2010,Posicao IDHM Longevidade 2010,IDHM Longevidade 2010,Posicao IDHM 2000,IDHM 2000,Posicao IDHM Renda 2000,IDHM Renda 2000,Posicao IDHM Educacao 2000,IDHM Educacao 2000,Posicao IDHM Longevidade 2000,IDHM Longevidade 2000
SE#ES#Cachoeiro de Itapemirim #,628,0.746,765,0.733,620,0.677,1315,0.837,967,0.631,772,0.678,779,0.503,2706,0.736
NE#PB#Cacimba de Areia #,4238,0.596,4609,0.553,4026,0.497,4100,0.771,4564,0.413,4920,0.452,4241,0.244,4779,0.639
NE#PB#Cacimba de Dentro #,4965,0.564,4649,0.551,5197,0.419,3871,0.777,5139,0.372,5092,0.44,5127,0.179,4470,0.656
NE#PB#Cacimbas #,5444,0.523,5423,0.501,5131,0.425,5564,0.672,5494,0.312,5541,0.368,5358,0.148,5553,0.555
NE#AL#Cacimbinhas #,5390,0.531,4476,0.559,5418,0.384,5499,0.697,5264,0.359,4741,0.463,5270,0.161,5127,0.621
S#RS#Cacique Doble #,2846,0.662,2230,0.677,3419,0.528,2661,0.81,2031,0.576,2515,0.601,1617,0.437,2888,0.728
N#RO#Cacoal #,1362,0.718,870,0.727,1593,0.62,2112,0.821,2211,0.567,1437,0.65,2429,0.377,2418,0.745
SE#SP#Caconde #,1301,0.72,1547,0.701,1593,0.62,473,0.858,1196,0.619,1135,0.662,1490,0.447,660,0.8
CO#GO#Caçu #,1021,0.73,166,0.774,1977,0.599,1183,0.84,1150,0.621,737,0.68,1475,0.448,1031,0.787
NE#BA#Caculé #,3357,0.637,3304,0.621,3183,0.541,4168,0.769,3214,0.501,2870,0.582,3487,0.297,2932,0.726
NE#BA#Caém #,5253,0.546,5008,0.535,5031,0.434,5468,0.701,4945,0.387,5131,0.437,4415,0.233,5531,0.568
SE#MG#Caetanópolis #,1720,0.706,2318,0.674,1649,0.617,943,0.845,1503,0.603,1359,0.653,1446,0.45,2323,0.748
NE#BA#Caetanos #,5293,0.542,4987,0.536,5269,0.409,5227,0.725,5475,0.318,4994,0.447,5503,0.111,4603,0.648
SE#MG#Caeté #,1081,0.728,1890,0.69,815,0.663,986,0.844,476,0.661,974,0.669,323,0.555,1288,0.778
NE#PE#Caetés #,5449,0.522,5446,0.497,5375,0.392,5105,0.732,5398,0.336,5330,0.42,5358,0.148,5288,0.609
NE#BA#Caetité #,3587,0.625,3155,0.631,4259,0.484,3077,0.801,3858,0.454,3751,0.522,4199,0.247,2932,0.726
NE#BA#Cafarnaum #,4540,0.584,4583,0.554,4163,0.49,5081,0.734,4504,0.417,4091,0.499,4353,0.237,5270,0.611
S#PR#Cafeara #,2105,0.693,2061,0.683,1921,0.602,2611,0.811,1844,0.586,2732,0.59,1340,0.458,2466,0.743
S#PR#Cafelândia #,583,0.748,961,0.723,450,0.692,1419,0.835,394,0.666,974,0.669,109,0.596,2512,0.742
SE#SP#Cafelândia #,719,0.742,1190,0.714,849,0.661,257,0.867,580,0.654,435,0.699,856,0.496,493,0.806
S#PR#Cafezal do Sul #,2134,0.692,1996,0.686,1744,0.611,3428,0.792,1957,0.58,1893,0.629,1855,0.418,2552,0.741
SE#SP#Caiabu #,1052,0.729,2090,0.682,465,0.691,1987,0.823,1069,0.626,2573,0.598,630,0.517,827,0.793
SE#MG#Caiana #,3433,0.633,3155,0.631,4272,0.483,1515,0.833,2699,0.538,1893,0.629,2971,0.336,2654,0.737
CO#GO#Caiapônia #,2105,0.693,1547,0.701,2185,0.588,2754,0.808,2298,0.562,2163,0.617,2572,0.367,1182,0.783
S#RS#Caibaté #,1331,0.719,1318,0.709,1744,0.611,501,0.857,1298,0.614,1811,0.633,1105,0.475,1523,0.771
S#SC#Caibi #,1081,0.728,665,0.737,1370,0.631,1647,0.83,967,0.631,651,0.685,1446,0.45,347,0.814
NE#PB#Caiçara #,4331,0.592,3980,0.58,4201,0.488,5094,0.733,4353,0.425,4636,0.469,3887,0.269,5302,0.608
S#RS#Caiçara #,1934,0.699,1008,0.721,2338,0.58,2307,0.817,1336,0.612,1771,0.635,1404,0.454,793,0.794
NE#RN#Caiçara do Norte #,4764,0.574,4161,0.572,4774,0.454,5193,0.727,4371,0.424,4935,0.451,4151,0.25,4106,0.675
NE#RN#Caiçara do Rio do Vento #,4467,0.587,4609,0.553,3988,0.499,5081,0.734,4303,0.428,4530,0.475,3988,0.262,5016,0.629
NE#RN#Caicó #,1595,0.71,1473,0.703,1615,0.619,1951,0.824,1317,0.613,1839,0.632,1416,0.453,515,0.805
SE#SP#Caieiras #,119,0.781,596,0.74,53,0.749,390,0.861,212,0.687,349,0.706,249,0.567,393,0.811
NE#BA#Cairu #,3534,0.627,3623,0.6,3792,0.51,2805,0.807,4150,0.437,4312,0.487,4199,0.247,3780,0.694
SE#SP#Caiuá #,1995,0.697,2535,0.665,1295,0.635,3026,0.802,1695,0.593,2973,0.576,706,0.509,3285,0.712
SE#SP#Cajamar #,1081,0.728,1217,0.713,738,0.668,2661,0.81,908,0.634,435,0.699,1001,0.483,2107,0.754
NE#MA#Cajapió #,5157,0.553,5537,0.466,3883,0.505,5291,0.72,4936,0.388,5538,0.369,3974,0.263,5375,0.601
NE#MA#Cajari #,5444,0.523,5545,0.456,5180,0.421,4826,0.747,5424,0.331,5522,0.379,5308,0.156,5270,0.611
SE#SP#Cajati #,2078,0.694,2685,0.658,1744,0.611,1560,0.832,1973,0.579,2405,0.606,1711,0.43,2466,0.743
NE#PB#Cajazeiras #,2462,0.679,2466,0.668,2475,0.574,2407,0.815,2844,0.528,2903,0.58,2761,0.353,3164,0.717
NE#PI#Cajazeiras do Piauí #,5002,0.562,5172,0.525,4852,0.449,4697,0.752,5417,0.333,5208,0.432,5418,0.136,5075,0.626
NE#PB#Cajazeirinhas #,5194,0.55,5226,0.521,5246,0.413,4028,0.773,5278,0.357,4893,0.454,5332,0.153,4470,0.656
SE#SP#Cajobi #,920,0.734,1190,0.714,668,0.674,2064,0.822,1235,0.617,1748,0.636,1197,0.468,924,0.79
NE#AL#Cajueiro #,5002,0.562,4855,0.542,4463,0.473,5516,0.691,4973,0.385,5019,0.445,4672,0.217,5428,0.592
NE#PI#Cajueiro da Praia #,5253,0.546,4649,0.551,5325,0.4,4989,0.739,5207,0.365,5180,0.434,5070,0.185,5344,0.604
SE#MG#Cajuri #,3756,0.617,3637,0.599,4216,0.487,2940,0.804,2755,0.534,3059,0.571,2543,0.369,3018,0.723
SE#SP#Cajuru #,1514,0.713,1797,0.693,1329,0.633,1905,0.825,663,0.648,720,0.681,683,0.511,1234,0.781
NE#PE#Calçado #,4921,0.566,5110,0.529,4560,0.468,5128,0.731,4612,0.41,4741,0.463,4227,0.245,5325,0.606
N#AP#Calçoene #,3234,0.643,3079,0.636,2988,0.55,4484,0.759,3381,0.488,3364,0.547,2983,0.335,4914,0.634
SE#MG#Caldas #,2251,0.687,1547,0.701,3402,0.529,147,0.873,1525,0.602,945,0.67,2202,0.394,186,0.826
NE#PB#Caldas Brandão #,4884,0.568,4403,0.562,4821,0.451,5254,0.723,5047,0.38,4879,0.455,4849,0.204,5423,0.593
CO#GO#Caldas Novas #,940,0.733,621,0.739,1193,0.64,1560,0.832,1118,0.623,227,0.718,1508,0.446,2086,0.755
CO#GO#Caldazinha #,2309,0.685,2448,0.669,2133,0.591,2453,0.814,2633,0.542,1155,0.661,3323,0.31,1310,0.777
NE#BA#Caldeirão Grande #,4786,0.573,5154,0.526,4463,0.473,4509,0.758,4798,0.397,5120,0.438,4565,0.224,4779,0.639
NE#PI#Caldeirão Grande do Piauí #,4444,0.588,4425,0.561,4231,0.486,4893,0.744,5417,0.333,4829,0.458,5445,0.131,5229,0.616
S#PR#Califórnia #,1244,0.722,1091,0.718,1232,0.638,2112,0.821,1358,0.611,1853,0.631,818,0.499,2984,0.724
S#SC#Calmon #,3653,0.622,3354,0.618,3979,0.5,3775,0.779,4319,0.427,3874,0.514,4672,0.217,3624,0.7
NE#PE#Calumbi #,4827,0.571,4268,0.567,4693,0.46,5347,0.715,4612,0.41,4879,0.455,4199,0.247,5248,0.613
NE#BA#Camacan #,4614,0.581,3506,0.608,5197,0.419,4204,0.768,4079,0.441,3206,0.559,4285,0.241,4900,0.635
NE#BA#Camaçari #,2078,0.694,2119,0.681,1670,0.616,3214,0.798,2480,0.551,2533,0.6,2221,0.393,3411,0.708
SE#MG#Camacho #,2182,0.69,3034,0.639,1727,0.612,1183,0.84,2731,0.536,3377,0.546,2470,0.374,2064,0.756
NE#PB#Camalaú #,4903,0.567,4698,0.549,5071,0.431,4131,0.77,4684,0.405,4698,0.466,4587,0.223,4819,0.637
NE#BA#Camamu #,4941,0.565,4403,0.562,4808,0.452,5398,0.71,5089,0.377,4575,0.472,5252,0.164,3780,0.694
SE#MG#Camanducaia #,2199,0.689,1372,0.707,2924,0.553,1315,0.837,2366,0.559,1022,0.667,3099,0.327,635,0.801
CO#MS#Camapuã #,1811,0.703,1166,0.715,2035,0.596,2307,0.817,1916,0.582,1383,0.652,2080,0.402,2186,0.752
S#RS#Camaquã #,1995,0.697,1166,0.715,2377,0.578,2216,0.819,1388,0.609,877,0.673,1798,0.423,827,0.793
NE#PE#Camaragibe #,2134,0.692,2732,0.656,1433,0.628,2899,0.805,1916,0.582,2405,0.606,1747,0.427,1860,0.761
S#RS#Camargo #,876,0.736,266,0.762,1727,0.612,581,0.854,476,0.661,569,0.69,518,0.53,896,0.791
S#PR#Cambará #,1266,0.721,1268,0.711,1097,0.645,2259,0.818,702,0.645,1221,0.658,447,0.539,2086,0.755
S#RS#Cambará do Sul #,1995,0.697,1424,0.705,2475,0.574,1281,0.838,2263,0.564,1811,0.633,2670,0.36,996,0.788
S#PR#Cambé #,920,0.734,937,0.724,1010,0.651,1183,0.84,476,0.661,877,0.673,456,0.538,700,0.798
S#PR#Cambira #,1154,0.725,1516,0.702,1010,0.651,1419,0.835,933,0.633,1794,0.634,818,0.499,660,0.8
S#SC#Camboriú #,1133,0.726,692,0.736,1957,0.6,276,0.866,1716,0.592,1275,0.656,2048,0.404,1182,0.783
SE#RJ#Cambuci #,2161,0.691,2375,0.672,1802,0.608,2696,0.809,1586,0.599,1967,0.626,1416,0.453,1948,0.759
SE#MG#Cambuí #,526,0.751,989,0.722,668,0.674,169,0.872,580,0.654,945,0.67,605,0.521,635,0.801
SE#MG#Cambuquira #,1934,0.699,1858,0.691,2399,0.577,527,0.856,1570,0.6,877,0.673,2284,0.388,177,0.827
N#PA#Cametá #,4695,0.577,4945,0.538,4447,0.474,4625,0.754,4237,0.432,4815,0.459,4172,0.249,3513,0.705
NE#CE#Camocim #,3702,0.62,4322,0.565,2377,0.578,5160,0.729,3743,0.462,3861,0.515,3518,0.295,4583,0.649
